MUNICIPIO,LATITUD,LONGITUD,Producción (t),Crecimiento 2022,% Act. primarias municipio,% Act. secundarias municipio,% Act. terciarias municipio,pobl. con pregrado municipio,Valor agregado 2022,% pobl. con pregrado municipio,Peso relativo municipal en el valor agregado departamental (%),Potencial de exportación
Municipio 194,56.92979769128766,-126.3289807086163,7093,13.141348219469196,71,63,-34,40,609303,28,5,No
Municipio 543,47.68310117069586,-4.4234972056627555,7846,39.611112603110485,49,41,10,99,184504,23,67,Sí
Municipio 731,79.35094671287823,159.39049370779315,4227,18.84582768154891,29,3,68,52,998769,47,66,No
Municipio 631,-84.51845503237404,-128.56553399738783,2113,41.24130269053167,86,46,-32,56,413063,30,20,No
Municipio 507,-71.07212175518328,-77.4617519680949,6798,19.70580632564359,62,61,-23,56,329172,55,9,No
Municipio 612,25.137156539338847,-172.41817731476814,5936,23.30584863539081,43,83,-26,18,117938,87,58,No
Municipio 503,-70.82388124722613,-106.62587965898221,9584,31.20051541593086,83,7,10,64,846729,63,22,No
Municipio 471,13.51514172306247,-22.062155702871877,7102,36.06626722021451,9,52,39,1,779857,77,17,Sí
Municipio 780,14.5895669567238,-9.13404862406722,1932,21.866561161985853,56,40,4,72,889535,8,10,No
Municipio 162,85.30973765959197,93.52134709963099,6335,0.05253823229328658,40,88,-28,84,811319,32,96,No
Municipio 177,-63.87713762715532,-81.3777538638915,2684,3.2855695601689385,56,2,42,28,453844,69,99,No
Municipio 72,-54.83800758648706,120.62462231348911,2265,17.393350733362873,92,19,-11,47,351583,47,21,No
Municipio 527,27.88355390397436,158.03943053842494,2085,7.451852559043537,84,82,-66,24,800047,78,83,No
Municipio 459,-86.64845116883659,13.626566575125082,8951,11.566059783046962,68,75,-43,81,327552,69,9,No
Municipio 976,8.462276496344842,10.379330073498267,8324,49.86416864692293,79,40,-19,88,895116,74,32,Sí
Municipio 743,-6.5512211331813575,-143.77302061385876,8987,37.43660842672461,68,17,15,54,918109,33,29,Sí
Municipio 343,75.47430198608626,49.290013324194604,7774,6.537345107835296,99,64,-63,48,197196,34,82,No
Municipio 450,-48.78927968038943,107.73805700726575,5859,11.306222520758219,2,31,67,60,321382,69,3,No
Municipio 453,-19.822183237183324,179.89664769511575,5079,48.24571806753781,9,21,70,17,982078,31,34,Sí
Municipio 359,-29.20206173475131,-129.6764578312791,111,16.520556599774295,47,68,-15,70,726404,35,21,No
Municipio 155,-33.44237459698081,-59.873045389500916,7390,15.972504479793443,36,8,56,62,446650,61,75,No
Municipio 551,-72.75494704080359,13.614444902281662,1202,47.29369071089197,38,23,39,19,429862,66,36,No
Municipio 955,-7.099882720866759,-49.71898664285308,9537,41.395656779328846,30,20,50,52,595534,86,14,Sí
Municipio 308,-40.587428461385436,-154.7661198467809,8349,8.168735230659884,56,62,-18,2,885974,63,43,No
Municipio 135,1.967300740653883,169.74724363691854,5339,47.560408644437864,80,77,-57,15,570068,25,81,Sí
Municipio 612,-61.03392420210766,154.66071791682242,5493,17.149203448898444,5,27,68,26,504378,33,62,No
Municipio 952,71.94366545075752,-175.27939376768785,2769,45.74869924248665,25,20,55,11,772992,80,27,Sí
Municipio 174,-76.51274348614078,106.24466114460995,4678,27.778194847337147,61,80,-41,13,182186,79,29,No
Municipio 121,-9.2300833214247,-122.1764456714609,5243,10.277116301572736,86,85,-71,56,269628,96,71,No
Municipio 29,74.01538046294982,-155.28462198514725,276,14.520486436600482,2,89,9,37,844253,60,76,No
Municipio 171,24.1108457105303,-15.121817957256752,4842,35.018927714973344,75,19,6,43,213342,53,4,Sí
Municipio 222,55.377246317522264,-124.64297592747951,8723,43.952790922349344,45,38,17,6,849341,73,3,Sí
Municipio 690,-74.77545600172787,-160.17647940774532,9767,32.973364291865174,39,37,24,39,428704,12,68,No
Municipio 457,-23.915136111394858,-82.09725003183094,399,20.011697046536426,72,16,12,96,209371,47,93,No
Municipio 988,50.036487655068356,-81.47588015437972,1085,26.57393231426498,81,24,-5,41,176786,82,58,No
Municipio 562,54.42415965761563,-99.90468531420021,5080,48.46323371133337,89,40,-29,81,247714,86,40,Sí
Municipio 38,-19.741051983903716,98.7220975007586,638,5.424999082903131,18,4,78,80,489285,74,79,No
Municipio 311,-37.422930572321896,-15.73854460746034,5907,9.489768993443082,90,82,-72,28,907328,57,69,No
Municipio 290,-0.2921933782379966,-22.173052896596715,2414,6.602477120982525,61,68,-29,93,860587,25,57,No
Municipio 14,26.96882779244703,-149.77392209959078,6166,19.33501200086531,74,22,4,30,825118,38,55,No
Municipio 215,73.85340433382302,128.71735664022276,6253,45.7866942010465,18,79,3,69,909298,87,35,Sí
Municipio 611,68.17006995600735,35.088568544021314,6650,34.318924526864315,67,13,20,33,524229,75,1,Sí
Municipio 684,79.88594636387668,-27.5857915384222,1147,17.039994507320216,89,42,-31,71,816367,65,33,No
Municipio 969,-66.25590120565482,13.751830804678889,5346,44.82335697657576,81,74,-55,2,536837,41,98,Sí
Municipio 135,-10.897886295779088,-76.43765663587232,6839,29.749205378582168,93,72,-65,85,251201,61,74,No
Municipio 429,24.903528810529806,-10.337834774346817,8865,40.228600101967594,42,58,0,4,290916,30,93,Sí
Municipio 460,6.648657333302637,42.139338814358524,5645,33.99550901102929,54,48,-2,35,182593,63,96,Sí
Municipio 291,-15.353709921462496,140.4635430902411,9790,33.77153863637944,40,9,51,41,246642,58,61,Sí
Municipio 760,-63.183342496321444,-94.68850350266158,455,16.199307748066317,29,99,-28,70,165064,82,32,No
Municipio 951,-37.24795449154115,-100.0768127918743,6104,11.63843377029427,23,32,45,32,466411,26,81,No
Municipio 747,71.95008213405802,-67.29351862938285,8737,12.530676349589681,69,67,-36,79,872719,62,21,No
Municipio 130,-56.68527036703072,3.664175750477199,7352,24.15384454091416,38,9,53,89,815692,76,36,No
Municipio 155,-53.64251897740393,174.6302663799271,9238,32.06362818779152,35,75,-10,70,617279,63,51,No
Municipio 791,-16.917414784164137,40.5965768336315,3134,24.456396566090614,2,37,61,82,444063,5,52,No
Municipio 768,14.877634054247167,31.14526505262296,2608,14.902647725765927,11,51,38,47,756965,93,37,No
Municipio 12,21.984452065235345,-163.21765565190182,7857,33.38208800875835,60,15,25,75,512521,70,65,No
Municipio 239,-79.79040827849097,108.85745379694447,7365,0.7064409478219735,78,32,-10,43,273446,20,23,No
Municipio 473,-8.857533803190137,-178.30903058711294,3929,8.54642547756469,35,52,13,18,288196,52,35,No
Municipio 543,-52.229230150299216,-2.9096592958987344,9592,3.5212227211466107,84,85,-69,8,772659,48,80,No
Municipio 391,8.434601503783924,-43.44934929976682,3144,0.5080925437887074,11,81,8,5,165194,76,84,No
Municipio 676,-10.184707315584077,8.933642756901804,1794,16.293502439732503,18,79,3,46,388950,94,38,No
Municipio 194,-71.67209562292885,-90.66702517493351,1887,18.508165151501654,97,45,-42,84,983229,53,19,No
Municipio 181,25.024245839471902,43.078510208356875,7733,15.889616135875666,21,1,78,57,985534,82,61,No
Municipio 788,-0.6053203959669418,84.91851058527942,1211,44.30973807002611,90,79,-69,35,986889,35,72,No
Municipio 729,-68.43945545638911,-130.4145877155305,7508,47.370048946885916,6,94,0,3,475274,53,67,Sí
Municipio 296,62.81684879735798,26.814440621531986,9220,12.952355781537905,45,68,-13,78,885631,27,34,No
Municipio 851,-61.964953242410786,-51.49008672011635,5930,43.25921280352109,23,53,24,44,206468,66,27,Sí
Municipio 118,73.7915719596676,-61.78186255463086,6328,19.300964919261414,89,70,-59,97,423776,51,33,No
Municipio 677,-59.30966437118009,120.07702332301972,7963,22.785554665060648,79,99,-78,83,128839,45,28,No
Municipio 963,-74.9544489776496,153.47106496748466,3662,45.995320477666645,67,49,-16,8,568736,35,96,Sí
Municipio 730,40.348096252569434,-50.402587246231064,9203,0.42477401141435833,85,3,12,23,478106,85,93,No
Municipio 722,-17.17392180087343,32.033513418214255,6422,32.19056732349899,72,62,-34,19,357670,4,75,No
Municipio 12,-61.76469993753106,-130.03763485639132,4376,29.864727909019795,26,19,55,70,946433,27,10,No
Municipio 250,40.73158464388001,-66.29561297798591,8510,31.4363035098267,54,57,-11,0,465235,30,62,No
Municipio 255,-17.517659281845226,-118.28774536216596,6910,37.46882228167724,17,77,6,66,173628,0,91,Sí
Municipio 460,79.29802506977671,-104.6790101676819,5353,2.4592411271138372,42,31,27,59,477493,69,60,No
Municipio 650,67.00059494052377,-66.31055984357566,9015,8.90581535276424,39,90,-29,85,356947,83,13,No
Municipio 710,-50.95263153433849,124.19893881903033,836,10.845895949374324,58,13,29,91,556867,75,9,No
Municipio 327,45.479966288935316,-92.41815560288603,9737,45.55688995938997,29,64,7,13,874829,87,61,Sí
Municipio 39,-54.63627082641259,32.61365765011459,287,19.31401733340611,41,24,35,90,980299,32,38,No
Municipio 902,7.737526555081544,94.28007545041305,5629,27.243731347881393,46,74,-20,0,398783,72,38,No
Municipio 992,-32.073328942923105,-104.45499403044172,352,40.451996880307476,71,49,-20,75,831149,91,34,No
Municipio 317,-38.853620765071966,7.931659602213244,4320,17.357872516109733,11,99,-10,98,990541,46,48,No
Municipio 256,-78.7018892059572,99.56666043176733,9786,14.835052213334803,24,90,-14,22,860200,41,15,No
Municipio 811,78.77098040535603,54.576200741853,1481,32.44530085196922,21,6,73,11,111894,61,38,No
Municipio 144,77.05676654367338,91.85443743533438,8043,7.314318719357632,93,13,-6,58,572077,79,2,No
Municipio 864,87.59228103933515,20.058139821587105,3981,10.24634924295475,31,82,-13,87,419713,28,90,No
Municipio 817,88.51497292251003,44.78930796617277,5957,39.006151241966705,7,79,14,43,340782,33,28,Sí
Municipio 178,64.25456446314155,-98.74224892547244,9312,12.508843691054599,44,68,-12,69,761463,95,5,No
Municipio 27,8.920418485242664,44.16783941891296,5047,27.6905206586319,78,63,-41,56,707681,33,4,No
Municipio 580,-81.60345135472889,174.6772646715691,2893,2.8078104666544537,90,76,-66,73,904335,48,38,No
Municipio 737,27.559154110579243,169.1960484858646,5234,9.586518328351906,7,77,16,75,337743,37,51,No
Municipio 671,-50.40052491300005,101.52299002212033,6966,5.441355083732025,25,62,13,43,742249,57,16,No
Municipio 506,-42.513229863232105,168.93247916958222,4997,12.442348590281199,62,74,-36,95,638024,14,24,No
Municipio 674,16.051553621712713,47.32598029644626,2634,40.373326335998996,24,53,23,59,828501,98,29,Sí
Municipio 554,-28.120547678338724,-128.83800761136135,6192,45.530434473945306,87,4,9,61,833960,58,90,Sí
Municipio 642,11.460582261157384,-146.157496945935,7495,39.488656306259784,83,81,-64,29,339336,93,10,Sí
Municipio 853,79.77751030132464,-119.02330879407852,7167,47.258424045518254,32,76,-8,93,162149,96,33,Sí
Municipio 87,63.960039261214774,8.033229036029326,4338,31.580136967130933,69,85,-54,71,717901,3,81,No
Municipio 957,22.320450575931247,-153.8175710031443,4058,26.170007745583725,55,9,36,29,607511,59,46,No
Municipio 379,-9.930532797689196,-33.396147499992054,7986,4.607743479012627,6,3,91,81,902476,96,59,No
Municipio 955,70.52078197035686,145.08658472070664,4643,29.503997574233864,61,97,-58,31,256382,49,23,No
Municipio 91,39.00179821944451,-99.90611558082718,1488,33.69513577040499,18,80,2,22,216268,42,7,No
Municipio 813,74.42162214360337,-129.1998772655825,1390,47.02101266374748,82,29,-11,29,534842,9,48,No
Municipio 612,19.87338274019224,-152.1403030612757,6334,41.88899047774044,46,88,-34,66,148663,59,20,Sí
Municipio 726,-79.86505491887236,-41.72636087502684,7872,15.109021316579636,78,56,-34,98,566625,64,55,No
Municipio 542,38.10356037456424,-113.33504803084107,7761,18.15511525763376,34,92,-26,63,658844,3,78,No
Municipio 165,-6.369983510668362,-135.8943793042063,6420,8.632215927372489,83,46,-29,28,107124,3,0,No
Municipio 299,2.654130120286311,3.7566877199253668,7133,48.88508958111522,26,94,-20,28,942509,42,14,Sí
Municipio 649,-45.09197099237592,-104.70040506748829,1425,48.37278035802621,60,40,0,17,850832,65,59,No
Municipio 906,-89.47200917766818,-157.7466358587368,7968,17.504981458620655,22,90,-12,7,849656,80,87,No
Municipio 652,-53.91454253260389,84.78541435463495,6445,9.825696855991739,93,24,-17,81,648897,37,41,No
Municipio 341,-62.007054895471896,-169.26463101571025,9291,32.73635281029202,81,19,0,69,310152,87,16,No
Municipio 746,36.83242750309755,159.93747957392696,3374,33.66140617942029,61,24,15,30,232126,75,90,Sí
Municipio 953,47.45789482268776,-6.346786505954583,7240,22.358177565068498,4,46,50,64,326072,30,23,No
Municipio 893,41.520927618723874,-109.1096679016659,6643,11.685429219105902,91,93,-84,50,346864,60,33,No
Municipio 160,-57.53032799682831,95.17128921370625,1452,13.914969762611362,97,68,-65,36,130364,5,44,No
Municipio 681,-56.62047858383575,157.87753259205283,4134,20.138951778191743,18,92,-10,75,907372,2,3,No
Municipio 707,9.693678862745386,-148.80294612922597,356,9.387243312383548,10,56,34,40,249053,85,73,No
Municipio 395,-45.27048378072899,46.88353658687748,3024,11.997591780562622,65,82,-47,66,861700,22,78,No
Municipio 719,-74.49513067442898,-139.73628936300594,2722,32.27981783215588,44,29,27,18,377555,73,90,No
Municipio 537,-35.5581530745116,25.931953275103552,9858,41.47625642604632,26,83,-9,25,694043,15,29,Sí
Municipio 123,-75.9718698150556,118.6939704871017,9157,30.050383622844993,48,28,24,67,702360,40,80,No
Municipio 807,-16.973949723203944,-46.283720594078744,9646,18.154546591710762,60,46,-6,28,511826,80,65,No
Municipio 325,-17.278883847396017,-100.72239408521467,2591,44.50120059236278,69,21,10,50,201774,45,28,Sí
Municipio 19,12.551890695699129,2.9902221619141756,9309,12.829227839858032,78,93,-71,90,971524,56,8,No
Municipio 253,54.32817510525632,33.90985924220223,1112,12.464000030242328,56,52,-8,58,763312,61,77,No
Municipio 282,-4.6744746194955695,75.34290680636366,2072,34.57546956406986,85,75,-60,8,685242,5,16,No
Municipio 710,-9.993629012480625,-28.309798394809235,6202,32.38575923282184,58,94,-52,79,312945,65,78,No
Municipio 129,7.378271019411926,-162.0331528305244,3265,9.259932413910905,46,18,36,89,885460,17,18,No
Municipio 284,69.97974274687493,-144.06402273285408,6114,2.8292206990137125,72,6,22,63,893122,49,90,No
Municipio 885,-19.927427569334128,35.25311926754762,5040,21.486847702684724,47,4,49,10,456986,16,20,No
Municipio 692,19.931099099400598,-14.014234012644238,4944,20.216944376172595,27,32,41,36,202448,66,70,No
Municipio 432,11.941340536963494,-11.853128919253436,2292,3.4501581124162186,21,19,60,24,983810,71,77,No
Municipio 750,-72.53952159349438,82.23930777188076,1657,42.33864918478963,5,6,89,32,481822,13,96,No
Municipio 28,-33.346030264814566,173.34599667524128,6607,43.044010763409226,9,3,88,24,927952,69,83,Sí
Municipio 856,10.012530973010868,-26.416550075975522,8402,9.852902252192585,20,15,65,59,596472,98,46,No
Municipio 936,30.285100930549575,63.19956472518123,8265,19.716225400607424,67,98,-65,28,822765,42,31,No
Municipio 855,-58.587368022001975,-171.643135781936,7957,6.244399731824774,75,84,-59,36,907253,94,30,No
Municipio 453,-25.462904228806067,108.29378019903282,1799,12.64424264676865,22,15,63,13,549301,90,66,No
Municipio 443,-58.62372027207152,88.40525750717859,8207,27.05895034696463,19,91,-10,27,440727,37,53,No
Municipio 362,39.078567597276106,-14.053514032026328,8002,4.977128723057983,75,27,-2,64,972887,68,4,No
Municipio 207,78.44147845351873,-21.897359853398513,9025,41.770422701962666,23,13,64,56,185687,82,75,Sí
Municipio 253,89.25047343795092,55.997433534736416,6256,18.613718359402604,33,29,38,48,748580,48,74,No
Municipio 47,23.609710098082004,-8.46110321589913,3795,23.930554096475674,44,97,-41,15,960437,64,14,No
Municipio 935,35.0744754560377,106.4703719637015,2332,10.223159928997717,43,49,8,78,905514,71,64,No
Municipio 669,81.7949501899974,14.013519690071519,8049,34.54259406518542,56,74,-30,18,272053,21,44,Sí
Municipio 772,-4.6221677258862,127.0352838688072,265,47.51314534657931,36,43,21,20,686742,21,41,No
Municipio 716,-84.89439229388272,10.78013239810113,2325,26.06023984783527,55,90,-45,28,946990,71,46,No
Municipio 161,36.75982870855748,-16.833601546119667,9134,0.8513276598365205,78,25,-3,74,835367,48,44,No
Municipio 364,4.6822420184413005,145.65826991564109,5148,38.372233258676495,65,47,-12,1,461002,23,9,Sí
Municipio 351,34.86188231407441,-146.222164326881,6570,38.94646481964673,53,63,-16,78,243826,47,95,Sí
Municipio 58,32.08565182873254,162.96227435234687,2245,1.5260844784778516,88,3,9,38,722522,16,81,No
Municipio 556,20.1483436713998,114.03670875266124,4277,22.43254019833853,93,3,4,44,591602,84,91,No
Municipio 702,58.4858594551265,-108.2311014048871,989,25.357506289086608,28,43,29,14,678995,4,68,No
Municipio 468,-57.96138294946598,-73.81566005438808,3244,49.69068640915515,38,75,-13,17,320495,55,67,Sí
Municipio 821,22.90429545030932,159.56390566974375,3944,36.585598293872785,85,15,0,85,491733,18,47,Sí
Municipio 635,24.10555724593131,165.54433478033428,6916,34.93599153036039,76,70,-46,57,556931,63,93,Sí
Municipio 322,-41.19667256619877,6.931848254309045,7107,48.54360554993491,49,77,-26,85,330316,12,91,Sí
Municipio 607,88.90960451889015,-124.04776565163823,1369,49.57680156495065,42,30,28,78,547780,56,24,No
Municipio 733,-79.0693030386872,164.85911524285717,422,34.47872479441262,50,65,-15,74,425549,21,49,No
Municipio 44,17.928025049300345,-98.51081420752004,272,23.30628512496178,84,26,-10,71,103588,53,44,No
Municipio 980,77.92196966745738,165.07085442971913,5636,19.759953881811803,33,99,-32,42,269622,43,73,No
Municipio 194,63.35480215570223,39.26576640513608,4563,1.850532747250222,56,74,-30,42,409906,57,43,No
Municipio 125,78.64251998771269,-178.68002695472958,8306,47.749918229462075,87,47,-34,80,765890,73,63,Sí
Municipio 911,16.42981416109862,147.41133838906177,1607,16.662344220397195,1,96,3,85,270218,51,91,No
Municipio 444,-72.13238389855161,15.486495055595924,773,41.44378183229857,88,31,-19,41,767587,75,4,No
Municipio 481,49.52721657911897,8.955927640378576,9852,49.153041769841224,96,33,-29,5,945773,7,62,Sí
Municipio 604,-53.80626099859729,-144.08467394710993,4400,8.591530563228195,35,54,11,29,348167,54,48,No
Municipio 273,-78.61583973211546,99.91626366701354,3243,41.3328451245979,34,71,-5,64,873780,37,69,Sí
Municipio 780,-78.68260966142348,48.26817385400872,5524,5.499463372056379,75,99,-74,50,247915,74,17,No
Municipio 417,-61.69304739632659,93.07103329371614,4041,11.09563587268862,80,64,-44,30,166820,70,20,No
Municipio 649,-82.69027766821357,-31.700908871975287,4308,21.250694772771844,12,43,45,2,285149,78,30,No
Municipio 43,-34.67913496055826,-171.91816856841476,5016,41.74430672821307,57,11,32,18,473818,69,48,Sí
Municipio 446,-54.253506926096584,174.1769867226941,5782,6.379260716446505,57,85,-42,59,862620,65,67,No
Municipio 504,29.03118266386855,3.0747025406044486,1599,46.117844178008944,45,40,15,72,383713,53,90,No
Municipio 293,-89.6166674877908,139.68810233136253,8367,40.43317596601254,39,33,28,9,530245,98,65,Sí
Municipio 894,-73.80386477536248,83.56631400743004,8055,4.055839099208086,89,76,-65,1,186415,4,71,No
Municipio 848,13.545376108120877,-179.62340557954545,222,44.96198580026014,96,63,-59,3,483464,33,10,No
Municipio 221,50.694881500040594,119.28150602639096,1623,34.21390493038793,15,3,82,69,622007,56,11,No
Municipio 246,-48.74019755461912,93.80138768310348,4878,45.42180215070067,7,94,-1,27,726528,67,6,Sí
Municipio 277,-30.992274587135768,76.11446804063911,1680,12.986743265625334,98,36,-34,31,944458,31,3,No
Municipio 214,19.74164818646757,-2.1308637224475717,399,39.06579623937018,90,42,-32,7,289803,23,52,No
Municipio 591,-82.09145105645304,64.54141040777415,563,44.03315329783315,63,26,11,90,557529,23,62,No
Municipio 381,-14.591366184874602,89.67671318040686,4214,28.59744708118534,10,83,7,47,425434,70,54,No
Municipio 894,-4.431288129121029,-168.42363437736694,1798,4.545032231611645,1,13,86,91,138228,78,57,No
Municipio 206,75.90753819041032,172.69222613633224,2728,4.435396341264708,42,35,23,38,687288,92,80,No
Municipio 300,-52.804371566923095,-94.39153735433038,9350,7.0769697417654704,19,52,29,86,366235,7,25,No
Municipio 889,-24.211133302045255,88.25001644140889,9821,42.00228289648445,73,29,-2,71,877820,62,53,Sí
Municipio 959,-64.8097071302875,135.9211890261741,9130,20.797835904259642,41,69,-10,65,603422,77,76,No
Municipio 354,-57.17362419591755,27.323842022382365,7562,36.06473724343992,50,48,2,60,718829,4,85,Sí
Municipio 284,5.751528904697267,28.845352262086408,6047,46.16260301437736,64,87,-51,50,838347,18,98,Sí
Municipio 448,-83.49952214470133,3.630753928039212,5053,15.17465470970199,4,47,49,78,250029,0,74,No
Municipio 802,68.19147756854161,-84.63216406903608,6930,27.029448010572484,42,73,-15,95,883095,67,47,No
Municipio 772,-56.67335275814323,162.43693699669183,388,20.581398418383596,6,71,23,43,991477,60,54,No
Municipio 177,-29.7573315748473,129.54132248490373,2859,4.766282455337367,21,4,75,36,707619,46,99,No
Municipio 410,-5.289674665369091,51.47148221934097,8185,41.73914777090836,95,37,-32,42,778383,59,56,Sí
Municipio 552,59.1388810733024,-54.561425385801186,7468,3.8306656297321604,43,13,44,11,806068,18,37,No
Municipio 25,-87.48135864444417,-148.1273667315476,216,15.614937603575507,85,65,-50,26,525258,15,46,No
Municipio 576,46.16218454356411,1.4001696077745294,3757,49.937503188435095,36,80,-16,17,660250,78,11,Sí
Municipio 643,-50.750085511205754,115.5143713934238,5016,43.913775251062056,75,56,-31,3,422472,74,45,Sí
Municipio 673,62.043253132094264,34.670151622946435,2529,39.30532205921743,44,44,12,37,110221,6,93,Sí
Municipio 541,7.170015901001804,92.34610160340702,1747,35.23276644802278,88,98,-86,25,720939,28,34,No
Municipio 280,-1.4072258957834691,-41.58430670164046,5015,39.95631028451959,38,37,25,96,197594,37,59,Sí
Municipio 797,-30.033729068044167,51.835307669582306,1395,45.10040396415299,87,33,-20,81,745204,7,21,No
Municipio 69,-0.9180996131485415,-131.5643808482694,4378,35.49542049885484,34,25,41,7,167609,56,14,Sí
Municipio 906,42.2749366930654,-2.3528357078611464,5878,2.615870710911744,86,52,-38,91,878530,92,30,No
Municipio 54,-77.3962336792826,166.4851849230161,2645,13.471755719743522,87,70,-57,30,609585,5,45,No
Municipio 744,57.87427472749951,-21.48754058413286,9879,18.288211368456576,73,18,9,38,116252,75,82,No
Municipio 364,59.977246155210224,101.84223065862909,8101,31.572959375874042,69,62,-31,99,118788,45,66,No
Municipio 51,-60.77443639671358,161.12641020039644,3202,24.99169981574914,55,10,35,58,550571,79,64,No
Municipio 668,-88.61082207225887,-140.07206845963856,6514,49.30451777640463,97,17,-14,7,188748,32,70,Sí
Municipio 508,9.62055474674112,48.433432826466856,5231,7.182450736567198,65,88,-53,93,750781,99,84,No
Municipio 544,-82.64744129069727,0.12857233953539549,8037,16.230397111071188,45,35,20,25,981686,43,89,No
Municipio 116,-48.59173139401594,-12.920273540794199,2334,10.203226339297478,36,0,64,91,854746,60,26,No
Municipio 965,55.98157466401898,-92.21126157832862,7531,28.208964547392902,99,37,-36,31,117542,53,14,No
Municipio 981,14.58757780461056,-11.756380506514091,3823,37.830062221194325,35,1,64,18,444036,8,30,Sí
Municipio 83,68.0497051869753,16.368793714016192,6850,9.318994779727701,42,9,49,36,313967,75,50,No
Municipio 768,22.078037280276405,-31.730471913887897,8817,33.548571092048945,82,86,-68,14,486099,22,69,No
Municipio 34,-46.83604817642191,-173.25823436947877,9344,10.65372942512467,25,78,-3,1,607757,22,11,No
