MUNICIPIO,LATITUD,LONGITUD,Producción (t),Crecimiento 2022,% Act. primarias municipio,% Act. secundarias municipio,% Act. terciarias municipio,pobl. con pregrado municipio,Valor agregado 2022,% pobl. con pregrado municipio,Peso relativo municipal en el valor agregado departamental (%),Producto
Municipio 947,-24.23352763262443,137.51801084363927,9290,30.355647294964577,79,80,-59,63,308517,58,37,arroz
Municipio 273,48.197154373561744,30.94758872177667,7795,4.493913234731384,62,97,-59,15,203308,45,97,frutas tropicales
Municipio 774,-20.93150875917135,-153.6747090412897,7315,13.036835213344823,46,14,40,8,690994,62,38,papa
Municipio 577,-21.166034253547565,-39.07576424441447,8904,23.805743498466775,35,18,47,58,225021,57,70,papa
Municipio 404,-76.42987623135275,-86.44616609217479,741,32.2951869674374,40,60,0,22,809797,40,9,frutas tropicales
Municipio 651,47.35868756045488,-98.8568998138421,5483,5.600632277725392,11,46,43,40,918125,33,56,yuca
Municipio 103,50.617897335799285,23.127956157677716,6089,41.10459083637611,12,27,61,75,228868,26,60,caña de azúcar
Municipio 968,17.904466429611148,-0.5579021424845223,3716,42.96254030726958,77,53,-30,59,519211,97,60,otros
Municipio 232,-57.640472743770985,127.16002045346312,7719,48.90028919503098,19,44,37,63,886719,94,84,café
Municipio 832,-7.286042838474415,-165.10089824265353,7585,42.655397508296105,75,37,-12,63,408545,29,85,otros
Municipio 756,-73.56447851569934,-147.18470897690804,5362,2.0880492066016054,79,1,20,85,675024,84,21,papa
Municipio 85,-55.23916278590779,-58.63123741396926,9453,12.01417850944183,84,93,-77,55,860156,11,60,tomate
Municipio 388,-20.807108078341898,161.43480597446683,7653,2.963768572344022,25,16,59,74,500100,78,46,café
Municipio 362,-12.351199305804101,123.55634098921308,4616,29.3278125251444,14,62,24,17,300101,89,52,otros
Municipio 95,38.29890921368337,-90.05143875642672,4943,38.851431697579436,18,21,61,95,859346,14,48,yuca
Municipio 487,-19.041570503868314,55.467217595176294,658,33.83224264743118,27,99,-26,47,954184,5,76,yuca
Municipio 621,29.964870687660934,61.38576456397445,1602,49.79071900603893,38,7,55,35,365071,94,8,frutas tropicales
Municipio 361,-72.03181271326683,91.01422066356258,6857,23.631496627992775,15,16,69,70,746223,57,14,tomate
Municipio 275,89.37369864008954,-110.61045711703187,6547,13.300713539198838,36,14,50,94,889380,90,43,otros
Municipio 400,-80.72030103458307,4.584884984853005,7952,49.3880888212603,18,75,7,22,651679,69,77,tomate
Municipio 87,15.584705555684351,-74.22353975331649,2172,28.048699134494004,59,20,21,0,987896,8,99,yuca
Municipio 269,-85.87520520426202,-169.59178872888265,2253,20.906123091103073,95,66,-61,48,559930,52,66,frutas tropicales
Municipio 287,53.938206434313514,28.25994837167704,8750,7.059832418206591,91,47,-38,48,937091,69,27,yuca
Municipio 440,7.508890251247081,125.62366525874438,372,2.356697654213197,62,94,-56,54,450946,94,30,arroz
Municipio 241,21.754913395656317,20.90366358953446,8689,12.166700741301051,67,38,-5,98,986709,60,17,caña de azúcar
Municipio 249,12.451728144694599,80.63381869276975,6354,28.53380079838241,10,21,69,84,309492,94,74,tomate
Municipio 607,-13.360472216545858,97.29042659516517,5209,6.6996161474519145,13,15,72,77,655594,53,66,arroz
Municipio 138,68.86594878793028,137.19351425471274,6064,26.401683048668684,87,16,-3,93,304086,20,64,frutas tropicales
Municipio 299,-87.34140218183056,153.52037060332248,697,23.21520134857977,32,36,32,56,557253,51,40,yuca
Municipio 443,64.50212305392745,152.25320077073104,2750,6.8633286313432516,21,17,62,88,674509,48,36,tomate
Municipio 487,-81.73468094726118,-14.208739087057666,8307,39.634079979704175,0,46,54,17,776505,76,51,tomate
Municipio 759,40.28743290989834,-165.2421618219495,6332,46.50233343062998,62,67,-29,55,686562,92,38,frutas tropicales
Municipio 655,49.73134734896118,-170.69033843442432,2991,0.24813024125862615,7,2,91,31,508551,69,46,café
Municipio 483,-53.13136483457424,-126.45130114336591,9310,45.832731748029246,36,8,56,20,961256,75,39,caña de azúcar
Municipio 231,-34.0179709221176,-151.74119363014051,5860,44.69102591067689,66,6,28,25,426702,94,90,frutas tropicales
Municipio 92,75.46413442938373,-57.838934592738696,6538,42.57434821931457,97,31,-28,70,274735,59,78,café
Municipio 126,-64.51729628773313,133.93737567390644,2369,32.382779475916266,27,28,45,6,319213,44,71,yuca
Municipio 171,-68.0130876200509,15.092258546770182,7999,39.511031318953535,64,88,-52,89,746189,37,64,yuca
Municipio 917,-11.415134520958091,-111.47837702186635,5034,25.560252204239,98,92,-90,90,171011,51,31,café
Municipio 196,12.557661860004671,-122.49824441791594,7736,14.087000388199765,54,52,-6,28,733348,65,51,yuca
Municipio 758,-15.953124084735379,-84.20110053494935,2211,15.64530638681999,52,59,-11,56,815901,42,78,otros
Municipio 59,82.59514858280278,46.935333181912824,5766,47.355132719224144,93,40,-33,89,818218,53,30,caña de azúcar
Municipio 876,-76.3149887197792,-50.78033385912536,9138,17.175999124544184,98,62,-60,89,929812,98,13,arroz
Municipio 23,-67.33388325159129,153.94851819840324,3061,10.907990438975562,63,52,-15,69,949303,78,75,caña de azúcar
Municipio 547,-82.65360521288477,-57.87168111137636,8183,6.878123655787699,85,47,-32,26,327550,29,24,tomate
Municipio 652,-46.617643142217965,-125.9180391584519,785,30.165248141416516,1,60,39,31,487238,3,14,papa
Municipio 483,-57.75667977701481,41.86980444728195,4087,30.24597194656371,34,29,37,36,313788,13,26,caña de azúcar
Municipio 729,59.57074701888442,-132.42940153215918,7761,28.325794439930352,70,98,-68,44,466732,41,66,yuca
Municipio 922,32.559119619378734,106.39378491320662,7496,38.359050093934826,99,8,-7,71,590886,43,3,papa
Municipio 111,-85.6302388711556,-160.627137628981,2928,14.466954693080702,38,34,28,45,590624,69,51,papa
Municipio 74,36.522776748980974,65.4349091574538,7772,27.338468126735364,52,62,-14,50,969674,53,32,café
Municipio 791,-83.96483836505112,-155.14806230685133,3041,20.847098696605226,11,48,41,4,573284,24,60,yuca
Municipio 297,54.68062101389222,130.24614588212415,7116,19.522294402227885,40,65,-5,36,739477,79,55,café
Municipio 271,-79.20182886546601,-49.34420789783974,4184,39.41869396852363,0,94,6,18,860540,54,49,tomate
Municipio 509,63.097220057251945,88.17834239510495,3880,47.50506921532027,18,67,15,17,797179,24,28,tomate
Municipio 410,-38.00336115647269,14.860923972979236,2222,27.946237059097328,4,29,67,64,833423,46,54,caña de azúcar
Municipio 882,-25.974687720629817,-52.42228531423031,3836,9.02295804392425,53,27,20,63,653554,32,52,café
Municipio 355,75.22616136562519,-60.403304292193994,1768,43.94359729922973,90,99,-89,96,500001,87,54,tomate
Municipio 963,-37.583954038807704,-18.952136637069714,7662,27.871311401077975,69,31,0,24,486592,26,95,papa
Municipio 533,-76.79187523920191,21.337105296663083,7093,15.488560979915377,91,90,-81,48,487474,19,67,frutas tropicales
Municipio 51,-21.167242269784197,-48.26637199125784,9864,16.593304789239994,4,96,0,71,908024,57,32,arroz
Municipio 726,-17.419719360520432,-93.85160298425981,3739,34.00999434428254,10,49,41,53,554525,64,24,arroz
Municipio 966,-82.50493457554182,-142.4250850521135,4896,10.11964772127249,69,51,-20,98,200091,52,12,caña de azúcar
Municipio 355,-29.134815435934648,133.4308870395364,1900,34.43477037339862,44,48,8,58,623403,79,28,otros
Municipio 813,62.1273839678195,-142.52703555172792,573,42.97058229853385,36,4,60,64,158295,96,34,yuca
Municipio 467,-87.07209524351744,-123.26053474097125,6634,16.5907879354254,24,33,43,24,940229,74,23,caña de azúcar
Municipio 419,-86.05432094655502,8.026098937118888,6718,49.8818849950828,65,43,-8,16,252674,1,69,tomate
Municipio 324,5.600207104521786,-123.98427265759415,4946,28.1735733897471,50,25,25,37,530781,71,12,arroz
Municipio 391,33.7631826825197,-172.03280280695267,2151,22.921333244471185,15,27,58,0,147006,50,96,tomate
Municipio 548,31.686563523359084,166.36295741971378,2002,24.61279177808453,5,7,88,57,780373,59,14,arroz
Municipio 790,40.415875132062666,-167.9696722608252,3424,36.44302867045947,99,98,-97,91,302788,91,6,arroz
Municipio 669,50.65537568765225,-153.69449698736818,448,44.31532213815112,93,9,-2,20,736157,24,31,frutas tropicales
Municipio 244,-17.922699227461962,-123.96172576943485,9783,26.099292144843584,59,76,-35,23,835404,15,17,caña de azúcar
Municipio 618,-29.242223122370724,-73.96410166291403,2525,45.56833498605682,21,8,71,83,896714,29,19,otros
Municipio 595,-58.144063507319956,-104.4447208566139,6584,3.2218010558264676,84,57,-41,55,473140,16,82,arroz
Municipio 189,-26.087281233311494,147.71705021605635,5712,5.181794286965413,96,26,-22,71,412317,68,17,otros
Municipio 781,-79.77837553448839,-171.5665071389611,2699,30.977322748738473,12,6,82,80,148597,90,52,frutas tropicales
Municipio 38,39.744792251676216,168.5753506724103,7254,30.065258681018097,91,91,-82,23,917619,59,91,yuca
Municipio 705,52.69271888087047,88.50853708079734,4596,15.203891094834326,37,80,-17,71,807602,18,44,arroz
Municipio 37,-4.886321628786817,-177.43963638127389,5834,8.356315804980591,21,33,46,46,426890,91,71,caña de azúcar
Municipio 159,2.2748802156611845,-106.94430912681743,7415,11.476412710508999,36,24,40,99,808372,5,95,otros
Municipio 370,-44.66375653094548,74.55890540575393,9512,48.05270331483765,63,9,28,45,655878,7,93,otros
Municipio 10,30.19639018908819,-127.79405632482768,8933,32.19053105318245,97,2,1,32,918485,53,42,otros
Municipio 370,5.763868413630945,-34.90026956166537,4652,38.22860039142082,13,34,53,55,746454,73,83,café
Municipio 349,-44.815903913187626,13.40641385636863,5376,42.62034160629084,74,36,-10,10,128753,20,58,café
Municipio 636,-78.63704387889186,139.5255797223577,7083,1.977200793399897,78,96,-74,88,236808,87,63,arroz
Municipio 261,-20.313133592025665,-7.8105645975314815,5179,33.46102138367598,3,10,87,55,129590,78,30,frutas tropicales
Municipio 780,-60.34796472389427,115.64277351715452,4201,13.33378427706201,2,14,84,33,378753,80,81,tomate
Municipio 294,-3.8789576804177557,116.57780893694292,9244,41.17672087675383,37,78,-15,99,733776,58,14,tomate
Municipio 640,-49.71790701008804,-89.56472681699637,6380,13.406865185789218,24,31,45,48,155819,82,5,papa
Municipio 22,27.79199447653575,-154.2855218756654,3481,8.10436547676548,60,81,-41,75,980568,89,51,caña de azúcar
Municipio 938,-59.40834607319095,80.83166069808249,5631,10.439393768588879,36,92,-28,5,356595,39,19,tomate
Municipio 81,-63.97583903927285,113.95110904361587,8032,31.02877811439746,24,71,5,12,151683,7,76,papa
Municipio 750,-1.5920797175058539,136.0533732222221,2192,0.5795764901913969,36,98,-34,36,854504,81,67,yuca
Municipio 217,-51.403999798434,-151.72273249731072,5080,19.873012535100386,73,1,26,80,366353,51,27,caña de azúcar
Municipio 776,-45.76694787095987,-142.6855666479301,9601,8.728275092515265,31,97,-28,62,767224,14,83,arroz
Municipio 641,76.6175643872235,-155.9276584747819,393,5.578290466304647,53,96,-49,8,514246,58,97,papa
Municipio 45,37.47305370593047,144.47498017829867,865,38.46964900327827,77,4,19,74,924996,84,86,café
Municipio 3,-30.247066777225804,37.94720124843778,513,18.90124747936766,34,12,54,12,580885,42,21,frutas tropicales
Municipio 79,-45.42047599840281,115.11165577812483,2984,5.551468081764516,25,30,45,77,952753,16,47,caña de azúcar
Municipio 724,47.22736917838628,88.67551587773886,789,31.899252812859817,10,75,15,79,959766,27,16,tomate
Municipio 925,22.18542934760235,19.1982911625864,7309,48.38654387947774,45,44,11,34,274868,78,98,otros
Municipio 378,30.05351532176398,41.225311810114306,166,45.89768043260726,0,4,96,83,526227,61,41,papa
Municipio 461,-51.308829093720014,-78.48182504442818,8882,44.43344337604473,41,86,-27,75,506679,98,45,caña de azúcar
Municipio 177,62.131066462824464,9.212489522434623,6762,39.69477448862471,16,9,75,30,236399,89,21,yuca
Municipio 591,-72.33305163533535,153.93035473915597,5228,7.040055178469457,44,13,43,98,866699,26,3,frutas tropicales
Municipio 813,-87.59878686662617,-163.40989023210327,6231,1.0806103416499624,4,32,64,72,632730,9,90,tomate
Municipio 833,-29.64877331317308,-3.295932513701729,4243,40.21927305789972,32,19,49,97,577295,95,18,yuca
Municipio 496,4.096625434297351,-116.2375657382113,7397,1.5910494266512087,77,18,5,22,708089,68,61,caña de azúcar
Municipio 870,13.38755293682442,54.77141407741135,5076,30.91385494931071,51,89,-40,30,727384,72,97,arroz
Municipio 679,14.480504993842558,-39.576151649736886,1761,4.382580560482424,26,3,71,48,953846,91,38,yuca
Municipio 583,1.5472671860108136,174.46925686274983,6151,22.126623181702254,14,98,-12,78,956856,89,2,café
Municipio 503,75.22994966842009,110.63624266662254,3963,0.738276250531944,45,71,-16,35,193372,82,49,café
Municipio 422,-0.46109015374649687,133.8579891369945,6122,27.042120896091447,71,75,-46,17,816352,96,80,frutas tropicales
Municipio 805,-34.0693113482393,-171.48479175083477,9306,1.5108712123370782,82,80,-62,82,150865,7,18,caña de azúcar
Municipio 484,-77.83928312545001,45.965248665276306,8155,10.780181087052215,11,61,28,55,667612,86,88,frutas tropicales
Municipio 232,-23.99871642480312,120.41495670733082,3836,35.24219808501813,30,89,-19,74,140574,45,25,papa
Municipio 220,-32.98591210853768,-29.004137555558316,1962,23.91083543397186,60,5,35,95,869226,30,82,otros
Municipio 105,59.064249015068185,-148.5619400138464,3783,9.693993943674284,37,98,-35,67,255325,95,38,frutas tropicales
Municipio 878,1.2706777413503119,49.81097003915889,3139,11.79553453108454,66,86,-52,44,643096,73,29,yuca
Municipio 358,-22.242400685290562,71.46700028410814,9554,16.530884607444364,12,70,18,84,717247,2,51,papa
Municipio 511,34.810018064970635,-39.167120466647106,2676,20.26348824880727,6,16,78,59,641582,41,68,otros
Municipio 172,75.9924990088349,108.90792913801448,7435,49.88642167390155,54,39,7,61,587345,14,64,tomate
Municipio 616,-9.877007900120617,-162.4302940944079,2858,37.29713144937812,58,39,3,95,653778,50,14,caña de azúcar
Municipio 121,-48.888459690173555,-150.83129225560347,6283,38.94653364764234,82,73,-55,14,139823,66,88,yuca
Municipio 563,-89.49110893541943,53.65230565126899,4891,38.72404421615725,48,84,-32,9,647693,79,41,otros
Municipio 107,2.7817469843187297,-73.78712232348073,2278,40.12503801456285,82,79,-61,17,866433,7,26,papa
Municipio 81,-10.702055171007714,55.09979817735086,4204,20.006834562209484,18,91,-9,59,141952,83,28,arroz
Municipio 121,20.311716630991043,140.79486551868234,1226,46.839363208619424,65,92,-57,70,393633,13,50,tomate
Municipio 530,-69.02178059842728,-136.32897331248546,5415,12.068243374036264,57,2,41,70,267167,63,83,otros
Municipio 184,59.72015183300874,-173.56088930511692,8203,13.994154078949666,12,62,26,66,208977,82,24,frutas tropicales
Municipio 289,-78.96032805029529,34.591045940169636,6655,25.915731008807185,80,99,-79,86,483385,69,17,papa
Municipio 175,-6.933015262014905,-36.06807538800666,4407,37.171481120878816,47,23,30,20,989933,8,14,café
Municipio 369,-56.93437386856016,-46.28025230180316,2512,1.4318576890773815,79,85,-64,2,699119,41,75,otros
Municipio 581,69.09942152097324,123.54692585009104,6361,13.81379564815438,39,37,24,36,943538,45,95,yuca
Municipio 823,-67.20051282419604,176.64973191774425,5106,17.92397567844597,53,28,19,43,938247,31,77,papa
Municipio 898,-64.86063745930382,-84.72585473076163,7529,25.00344336141585,72,29,-1,18,116911,34,85,otros
Municipio 30,-0.311804568207819,117.01965470424176,7616,32.87658151839093,34,79,-13,56,163243,13,10,tomate
Municipio 291,59.1063968332698,112.33316286438236,8566,45.670686935577734,0,37,63,26,392250,46,51,frutas tropicales
Municipio 525,1.2365182728272543,111.57770410071254,6318,33.600168532044705,80,53,-33,75,828561,85,8,otros
Municipio 467,76.31703977571775,157.90659569933047,1113,25.950335612234966,35,54,11,72,142069,95,39,yuca
Municipio 506,11.647515295029663,33.6548942671113,1046,0.36080766294762645,61,24,15,16,467155,10,24,arroz
Municipio 933,-70.10556428560446,113.46239587224449,465,45.42876056733757,20,32,48,59,471273,28,66,yuca
Municipio 571,-3.966730087746498,-61.83083817023328,4938,41.34332739462972,77,26,-3,10,574202,83,11,frutas tropicales
Municipio 155,33.71663156696226,-89.97005037626761,8893,17.383455993717483,53,33,14,66,363068,91,68,otros
Municipio 306,42.616731366250974,-89.05492121688948,1932,8.113111997680955,66,5,29,69,692530,10,89,otros
Municipio 556,-65.01999391129903,-24.75430182848683,1703,37.18615682997793,67,41,-8,20,371830,83,59,otros
Municipio 197,-44.08193310864681,-134.4505295030091,7824,41.387345344207645,68,63,-31,58,187213,75,96,yuca
Municipio 67,-82.9608634556095,-10.717269981018518,2985,18.33976040030195,81,59,-40,75,197379,27,76,café
Municipio 261,24.308360739844204,54.324312787070426,257,20.255073531169206,77,4,19,36,888326,3,18,otros
Municipio 967,-64.64589908352622,22.482818883810495,9997,6.925090691176888,56,83,-39,1,696248,26,85,frutas tropicales
Municipio 449,45.98623159216456,-47.88475839568551,7150,39.7774966245681,10,85,5,28,361964,94,24,frutas tropicales
Municipio 353,-59.04752681853955,153.35653128433086,5708,40.52662886687661,3,36,61,99,270508,33,91,café
Municipio 75,-3.6176363446051027,-68.74036717205857,939,13.098352145834552,83,4,13,1,633210,28,34,arroz
Municipio 23,-8.98009344399118,51.04764076061082,5668,43.41611833243773,62,58,-20,73,559187,12,57,yuca
Municipio 843,-68.2315907952899,48.68415621234402,8850,43.45971762032376,59,49,-8,36,632564,85,43,yuca
Municipio 856,32.1238988358474,98.84261397356875,9666,42.965507782229935,27,22,51,45,117321,56,25,frutas tropicales
Municipio 13,-35.50276114575795,94.14275956650039,4404,1.6289034495795218,64,42,-6,19,609801,69,8,papa
Municipio 206,-76.05751206809869,179.5609498006305,1463,33.00010237991897,33,6,61,62,961705,79,99,café
Municipio 915,-89.65200780917839,66.0773831366102,5631,49.062060230970665,27,21,52,50,615346,34,4,café
Municipio 414,-41.920471026719454,-123.73592574603302,3302,28.22133352618173,96,8,-4,28,768543,72,75,yuca
Municipio 929,-53.312610804233806,-139.00775500229784,5003,4.233663205561422,18,41,41,61,991375,80,58,café
Municipio 402,-79.54864236885152,-102.46347328604611,5082,16.446752342360206,35,84,-19,79,520070,92,65,frutas tropicales
Municipio 413,-52.31666053075404,155.9494700274849,1782,34.669643611315124,62,9,29,89,801687,99,88,yuca
Municipio 103,-78.29640699773529,174.47363733266099,2353,17.732789632887926,57,66,-23,45,471322,65,12,caña de azúcar
Municipio 449,3.796924717108112,160.55647537163787,3858,5.2310251108053984,79,17,4,69,168099,71,27,caña de azúcar
Municipio 430,3.3000614313916117,168.174265348184,5474,23.963635291010405,91,19,-10,20,109041,31,38,papa
Municipio 127,70.1179469632049,9.017443168862656,7142,32.1002135804966,87,87,-74,3,595477,97,37,papa
Municipio 970,10.339940071148078,126.6482677691767,4704,31.289001620984934,5,91,4,59,752437,8,47,frutas tropicales
Municipio 823,-28.17733913881895,76.71840671167723,1653,23.170770758680813,23,32,45,8,763664,0,86,frutas tropicales
Municipio 438,-58.79664303600917,30.726784487522906,585,43.60952355153737,55,37,8,2,520827,20,24,arroz
Municipio 659,86.53965674051778,-124.56795040352891,3137,3.7519759260249144,53,4,43,66,264121,96,16,caña de azúcar
Municipio 794,-14.765000547924117,120.28651620302327,5940,16.3389833497442,65,69,-34,69,322291,92,81,café
Municipio 167,50.988817422237446,69.35138543149537,5970,24.853027803837378,67,17,16,53,928022,82,41,papa
Municipio 178,18.301942147050923,29.495263326597836,4560,27.3162911844385,66,37,-3,64,568845,38,86,frutas tropicales
Municipio 663,-12.288720969592816,-62.10856890775595,5215,24.484321094506083,17,16,67,32,926708,94,93,caña de azúcar
Municipio 307,57.32312899372437,44.72269471471412,2409,27.542503728090534,63,32,5,6,137198,7,82,otros
Municipio 289,23.20765986237204,144.79807459334,777,46.185715375377846,55,48,-3,34,873988,2,0,tomate
Municipio 79,-58.229905765276676,-146.0812703663668,5949,3.298738192715783,69,0,31,79,904373,82,2,yuca
Municipio 186,16.42504203319561,129.61839364923947,5120,18.456789065385642,57,97,-54,44,158949,6,56,arroz
Municipio 434,11.10410412681803,57.54463636650729,9342,47.58844372126003,84,12,4,37,764863,44,73,caña de azúcar
Municipio 530,17.940117225558865,138.72968074859904,421,4.934860217196774,50,77,-27,24,514006,36,46,papa
Municipio 476,22.69587376088309,54.10832949104113,2072,32.624873073528235,96,61,-57,6,648202,44,36,caña de azúcar
Municipio 225,61.421659975345165,100.5153823982115,901,10.111140121145901,45,42,13,49,155287,53,23,papa
Municipio 159,-57.5307794695501,4.441287960771717,9306,30.772833901839697,22,42,36,93,478174,44,6,café
Municipio 438,7.160286979700047,73.38481049888571,1443,43.707258903182336,66,29,5,10,768044,23,2,tomate
Municipio 364,-3.825675306011803,118.24212898782781,9741,19.47186649354156,27,92,-19,15,591785,76,93,café
Municipio 265,-4.017933313746084,107.08324339761873,9922,30.490221601718538,30,81,-11,27,774574,5,60,caña de azúcar
Municipio 290,62.34039569917965,114.13301257657906,7196,7.973846101311449,3,70,27,61,739237,46,80,otros
Municipio 396,-0.941953238356632,150.55356438792614,619,4.675256065441358,86,88,-74,31,664942,71,52,café
Municipio 239,31.662952972125566,138.7969056043491,5480,30.358062536543567,53,9,38,18,242202,33,47,yuca
Municipio 590,-13.580695135354048,-108.76991175416794,6844,22.335355438866284,5,36,59,50,551859,2,15,tomate
Municipio 458,48.0925656457037,-140.2790383933932,5817,31.7613611302977,20,13,67,64,286214,1,70,yuca
Municipio 236,-63.88504512977094,-27.41944028500231,1480,33.326268772740676,17,20,63,78,789736,27,44,tomate
Municipio 816,49.70249505594896,-128.52602998713877,1197,10.918648554612403,89,36,-25,50,475200,77,6,frutas tropicales
Municipio 17,78.45846300600317,-141.70858648554858,4009,45.67706260267686,67,31,2,69,920641,42,11,caña de azúcar
Municipio 604,-19.409001023473238,17.276699260155652,1051,1.6928109586492157,42,70,-12,22,805683,98,36,otros
Municipio 811,25.915827709064715,-104.66246183698814,9519,24.514507906238936,31,97,-28,78,891023,55,19,yuca
Municipio 476,19.381886111249585,18.08975343958633,7284,36.304584040298835,6,10,84,26,428872,36,54,arroz
Municipio 961,28.813248363866066,-20.395263325145123,1423,16.217725647240087,2,97,1,82,624153,49,56,papa
Municipio 968,-51.33117183049892,-40.79723969536633,3646,37.400513365378906,83,24,-7,20,508971,21,39,café
Municipio 268,-87.42184797416562,-94.61774415712452,4996,49.95384805843798,46,61,-7,78,356450,56,54,otros
Municipio 402,-29.17020777524352,11.426283317212324,6442,22.53402271979434,2,87,11,57,201738,98,74,papa
Municipio 102,-6.748831377652664,-108.74142902197622,8476,40.66349204737639,20,60,20,94,716436,29,69,café
Municipio 254,10.23709626967485,-35.485176344728444,3302,24.44847326429263,67,49,-16,42,943049,51,82,arroz
Municipio 970,-27.169914499179278,93.75545794196807,7260,27.002867153612993,37,29,34,19,248601,38,66,café
Municipio 908,-9.418236687999624,68.53042026305943,5554,48.249480076452556,30,42,28,63,126438,60,18,frutas tropicales
Municipio 65,61.68690758570247,-88.83292393682859,1447,48.08949341039924,29,93,-22,22,511997,12,48,caña de azúcar
Municipio 690,-43.2025903555502,48.98538100219017,6211,24.576777882535026,14,96,-10,16,349141,34,2,café
Municipio 353,-30.921246203334775,-74.63676444233813,5748,0.9609523635700112,19,96,-15,9,824667,25,22,café
Municipio 208,56.81684550609131,-169.87464498795677,8736,5.5738623053133765,36,22,42,18,587594,97,52,papa
Municipio 439,-7.820107696067041,-116.15662422165633,3251,36.74152970013644,53,55,-8,99,646356,52,12,frutas tropicales
Municipio 58,-22.330266093411353,157.27550340507406,4997,34.09797265386839,11,35,54,73,407882,66,21,otros
Municipio 433,50.1667216304503,-120.3261283145113,5696,46.672145324950954,20,72,8,47,470724,93,98,papa
Municipio 538,78.07066005410942,-122.60148291481357,8343,11.850636900869521,54,81,-35,80,141770,53,93,frutas tropicales
Municipio 543,-79.26047464849242,79.98694647741843,6648,12.811590466370731,57,68,-25,79,365076,88,60,tomate
Municipio 59,41.647364721150154,70.30165072155947,918,5.000568242864811,44,27,29,50,459834,27,71,caña de azúcar
Municipio 313,55.43171615828754,-153.96508433271072,7346,29.142988235478278,22,37,41,22,135297,1,48,arroz
Municipio 297,11.065225530363946,167.82802927748776,4679,29.111327684670425,33,31,36,5,599732,78,72,café
Municipio 66,50.61287163250154,133.89391459556884,1186,9.921566627054435,43,23,34,96,785541,11,15,tomate
Municipio 150,-13.992269749774138,47.877593742970845,8327,31.98680455961327,14,17,69,94,733999,6,14,otros
Municipio 789,72.67451235015162,-84.70557092261751,7087,24.011012074588077,67,58,-25,33,583703,83,49,papa
Municipio 221,-13.583466276770153,8.03529336094033,9377,9.263320871883984,62,58,-20,73,324313,38,30,tomate
Municipio 881,-70.77670810321209,145.1378832797178,8373,31.23257093919464,83,27,-10,96,562391,63,20,café
Municipio 590,31.485391221016954,83.70929120998596,3190,23.052475165223953,20,2,78,48,330516,9,37,papa
Municipio 116,-28.22450459242947,-23.027098686845363,9178,17.017437490808753,93,54,-47,72,960233,71,36,caña de azúcar
Municipio 223,48.22373235959273,30.421837269585467,9147,26.319611063767052,47,45,8,7,161228,74,70,café
Municipio 771,23.79126452172879,-8.205212473716614,3688,21.65613641908446,47,87,-34,99,962730,59,64,yuca
Municipio 539,15.351173414746057,-50.27310048886869,8320,8.354833968202707,26,43,31,68,335994,86,25,papa
Municipio 95,-47.95554746245852,8.740586365261208,4461,1.313523005191447,73,68,-41,98,296160,6,61,café
Municipio 584,-47.36456585738941,-112.21571602638316,2964,30.73451495865502,76,93,-69,90,718414,89,67,papa
Municipio 657,-14.111334435830202,-63.76170280420392,7050,13.205179045156184,80,91,-71,12,487471,38,58,yuca
Municipio 769,73.50211800766482,153.98911343166458,9304,21.103750892355087,22,76,2,97,264197,70,92,papa
Municipio 700,39.65114514724033,-28.321096200983703,3144,22.66354134261679,93,70,-63,81,744314,59,34,café
Municipio 615,17.434504239118212,-98.99262403849211,1691,10.453124136247027,74,41,-15,36,605425,26,65,tomate
Municipio 647,14.86113371736839,-53.934099132022325,4807,20.76374984673523,37,12,51,73,491586,54,42,café
Municipio 304,-57.38054065981005,-49.48320250156644,5199,47.91482308471713,67,65,-32,5,603622,98,20,otros
Municipio 994,48.81463612173329,113.98622516339981,4861,44.21281370756772,75,37,-12,17,665072,36,78,yuca
Municipio 263,-17.718613878371883,-173.47873032194963,1823,18.476689379481847,20,95,-15,54,214597,47,26,tomate
Municipio 877,-78.99702507622638,-110.56999857384815,1233,32.53067828612604,58,2,40,37,727443,23,83,arroz
Municipio 805,-22.51824630107491,-49.52017057178989,2518,45.97339323682222,88,76,-64,31,827422,30,54,caña de azúcar
Municipio 818,-89.92609464084774,-154.28329393744514,4919,46.16591647371295,93,58,-51,94,346196,38,65,yuca
Municipio 97,-46.73894367287806,-164.15209839276463,408,19.76091057223194,49,83,-32,58,802086,36,52,arroz
Municipio 242,-12.700571154888166,117.36105104096191,1678,14.252739461147796,81,30,-11,96,298388,48,34,papa
Municipio 849,-29.774215978839422,-20.954799945279348,8687,29.864020409642368,87,9,4,62,239255,96,61,papa
Municipio 449,23.359711203411848,81.9071920588654,8252,31.3320461994947,23,17,60,6,304238,61,0,yuca
Municipio 190,-70.57300523162951,18.132428900855302,8607,43.87655637867356,90,10,0,42,690494,45,69,tomate
